Date,Outcomes,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,,Count
Q1,Dismissed,Category B,Garth,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,2
Q1,Dismissed,Category B,Garth,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,4
Q1,Dismissed,Category B,Garth,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,8
Q1,Dismissed,Category B,Garth,Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Dismissed,Category B,Garth,Governor,M,30 - 39,e White,i No religion,Wilful Damage,,2
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,d Other ethnic group,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,d Other ethnic group,a Christian,Violence,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,d Other ethnic group,a Christian,Violence,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,e White,a Christian,Other offences,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,e White,e Buddhist,Unauthorised transactions,,1
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,e White,f Jewish,Violence,,2
Q1,Dismissed,Category B,Garth,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category B,Garth,Governor,M,50 - 59,e White,a Christian,Violence,,1
Q1,Dismissed,Category B,Garth,Governor,M,50 - 59,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category B,Garth,Independent adjudicator,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Garth,Independent adjudicator,M,30 - 39,e White,a Christian,Wilful Damage,,3
Q1,Dismissed,Category B,Gartree,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Gartree,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Dismissed,Category B,Gartree,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,g Other religious groups,Other offences,,1
Q1,Dismissed,Category B,Gartree,Governor,M,21 - 24,e White,a Christian,Violence,,1
Q1,Dismissed,Category B,Gartree,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Gartree,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category B,Gartree,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category B,Gartree,Governor,M,25 - 29,e White,a Christian,Violence,,1
Q1,Dismissed,Category B,Gartree,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Gartree,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Gartree,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Dismissed,Category B,Gartree,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Gartree,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Other offences,,2
Q1,Dismissed,Category B,Gartree,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Gartree,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Gartree,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category B,Gartree,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Dismissed,Category B,Gartree,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Gartree,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Gartree,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Gartree,Governor,M,40 - 49,e White,a Christian,Other offences,,2
Q1,Dismissed,Category B,Gartree,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Gartree,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Dismissed,Category B,Gartree,Governor,M,40 - 49,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category B,Gartree,Governor,M,50 - 59,e White,e Buddhist,Unauthorised transactions,,1
Q1,Dismissed,Category B,Gartree,Governor,M,50 - 59,e White,g Other religious groups,Other offences,,1
Q1,Dismissed,Category B,Gartree,Governor,M,60 - 69,d Other ethnic group,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Gartree,Governor,M,60 - 69,e White,a Christian,Disobedience/disrespect,,2
Q1,Dismissed,Category B,Gartree,Governor,M,60 - 69,e White,a Christian,Unauthorised transactions,,2
Q1,Dismissed,Category B,Isle of Wight,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Wilful Damage,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,25 - 29,e White,b Muslim,Other offences,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Other offences,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Violence,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Wilful Damage,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,e White,a Christian,Other offences,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,e White,a Christian,Other offences,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,e White,e Buddhist,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,e White,i No religion,Other offences,,2
Q1,Dismissed,Category B,Isle of Wight,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Violence,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,50 - 59,e White,a Christian,Violence,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,50 - 59,e White,a Christian,Violence,,1
Q1,Dismissed,Category B,Isle of Wight,Governor,M,60 - 69,e White,e Buddhist,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,21 - 24,a Asian or Asian British,e Buddhist,Unauthorised transactions,,2
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,21 - 24,e White,b Muslim,Violence,,2
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,21 - 24,e White,i No religion,Violence,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,2
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,e White,a Christian,Violence,,4
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,e White,f Jewish,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,e White,g Other religious groups,Other offences,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,25 - 29,e White,i No religion,Violence,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Violence,,2
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,2
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,e White,a Christian,Other offences,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,3
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,2
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,e White,i No religion,Violence,,3
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,g Other religious groups,Other offences,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,4
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,40 - 49,e White,b Muslim,Violence,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,40 - 49,e White,i No religion,Wilful Damage,,2
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Lowdham Grange,Governor,M,60 - 69,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Parc,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Parc,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Parc,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Other offences,,1
Q1,Dismissed,Category B,Parc,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Parc,Governor,M,30 - 39,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category B,Parc,Governor,M,30 - 39,e White,i No religion,Other offences,,2
Q1,Dismissed,Category B,Parc,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,2
Q1,Dismissed,Category B,Parc,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,1
Q1,Dismissed,Category B,Parc,Governor,M,30 - 39,e White,i No religion,Wilful Damage,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,25 - 29,e White,a Christian,Other offences,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,25 - 29,e White,g Other religious groups,Violence,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,a Asian or Asian British,i No religion,Violence,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,e White,a Christian,Other offences,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,e White,i No religion,Other offences,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,30 - 39,e White,i No religion,Other offences,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,40 - 49,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,40 - 49,e White,e Buddhist,Violence,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,50 - 59,a Asian or Asian British,c Hindu,Unauthorised transactions,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,50 - 59,a Asian or Asian British,c Hindu,Unauthorised transactions,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,50 - 59,e White,a Christian,Wilful Damage,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,50 - 59,e White,e Buddhist,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,50 - 59,e White,g Other religious groups,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,50 - 59,e White,i No religion,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,50 - 59,e White,i No religion,Violence,,1
Q1,Dismissed,Category B,Rye Hill,Governor,M,70 and over,e White,g Other religious groups,Wilful Damage,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,21 - 24,d Other ethnic group,i No religion,Violence,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,21 - 24,e White,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,21 - 24,e White,b Muslim,Violence,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,21 - 24,e White,b Muslim,Violence,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,21 - 24,e White,e Buddhist,Violence,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,21 - 24,f Not known,b Muslim,Unauthorised transactions,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Dismissed,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
